destination_iso_country,Day of date,psg_ranking,psg_wow_change,psg_yoy_change,destination_country,passengers_number_7days
PG,"November 12, 2020",1,-2.45%,-10.91%,Papua New Guinea,29604
FM,"November 12, 2020",6,148.21%,-90.43%,Micronesia (Federated States of),278
FJ,"November 12, 2020",2,-3.58%,-76.83%,Fiji,6033
WS,"November 13, 2020",5,6.29%,-93.11%,Samoa,321
VU,"November 13, 2020",3,-19.38%,-86.13%,Vanuatu,1148
TO,"November 13, 2020",6,0.00%,-89.43%,Tonga,302
SB,"November 13, 2020",8,44.44%,-92.67%,Solomon Islands,208
PW,"November 13, 2020",9,41.07%,-94.16%,Palau,158
PG,"November 13, 2020",1,-7.55%,-12.19%,Papua New Guinea,29025
NR,"November 13, 2020",10,,-66.14%,Nauru,128
MH,"November 13, 2020",4,,-48.87%,Marshall Islands (the),498
FM,"November 13, 2020",7,148.21%,-89.85%,Micronesia (Federated States of),278
FJ,"November 13, 2020",2,3.93%,-75.53%,Fiji,6323
WS,"November 14, 2020",5,6.29%,-92.87%,Samoa,321
VU,"November 14, 2020",3,-38.64%,-88.28%,Vanuatu,978
TO,"November 14, 2020",6,0.00%,-89.39%,Tonga,302
SB,"November 14, 2020",7,44.44%,-92.67%,Solomon Islands,208
PW,"November 14, 2020",9,41.07%,-93.74%,Palau,158
PG,"November 14, 2020",1,-8.49%,-13.60%,Papua New Guinea,28596
NR,"November 14, 2020",10,,-66.32%,Nauru,128
MH,"November 14, 2020",4,,-56.39%,Marshall Islands (the),498
FM,"November 14, 2020",8,48.21%,-93.60%,Micronesia (Federated States of),166
FJ,"November 14, 2020",2,5.05%,-74.83%,Fiji,6433
WS,"November 15, 2020",6,-5.92%,-93.69%,Samoa,302
VU,"November 15, 2020",3,-59.97%,-92.30%,Vanuatu,638
TO,"November 15, 2020",5,0.00%,-89.42%,Tonga,302
SB,"November 15, 2020",7,44.44%,-92.39%,Solomon Islands,208
PW,"November 15, 2020",9,,-93.74%,Palau,158
PG,"November 15, 2020",1,-9.00%,-13.42%,Papua New Guinea,28510
NR,"November 15, 2020",10,,-66.67%,Nauru,128
MH,"November 15, 2020",4,,-54.23%,Marshall Islands (the),498
FM,"November 15, 2020",8,48.21%,-94.11%,Micronesia (Federated States of),166
FJ,"November 15, 2020",2,4.82%,-75.24%,Fiji,6352
WS,"November 16, 2020",6,-5.92%,-93.39%,Samoa,302
VU,"November 16, 2020",3,-54.12%,-91.33%,Vanuatu,702
TO,"November 16, 2020",5,0.00%,-89.41%,Tonga,302
SB,"November 16, 2020",7,44.44%,-93.35%,Solomon Islands,208
PW,"November 16, 2020",9,,-94.52%,Palau,158
PG,"November 16, 2020",1,-8.52%,-13.80%,Papua New Guinea,28446
NR,"November 16, 2020",10,,-74.90%,Nauru,128
MH,"November 16, 2020",4,,-54.31%,Marshall Islands (the),498
FM,"November 16, 2020",8,48.21%,-93.65%,Micronesia (Federated States of),166
FJ,"November 16, 2020",2,0.71%,-76.42%,Fiji,6228
WS,"November 17, 2020",6,-5.92%,-93.42%,Samoa,302
VU,"November 17, 2020",7,-81.30%,-96.17%,Vanuatu,298
TO,"November 17, 2020",5,0.00%,-89.35%,Tonga,302
SB,"November 17, 2020",4,156.94%,-87.64%,Solomon Islands,370
PW,"November 17, 2020",9,,-94.52%,Palau,158
PG,"November 17, 2020",1,-8.02%,-14.88%,Papua New Guinea,28766
NR,"November 17, 2020",10,,-79.94%,Nauru,128
MH,"November 17, 2020",3,,-58.43%,Marshall Islands (the),498
FM,"November 17, 2020",8,48.21%,-93.65%,Micronesia (Federated States of),166
FJ,"November 17, 2020",2,0.06%,-76.68%,Fiji,6228
WS,"November 18, 2020",7,-5.92%,-93.39%,Samoa,302
VU,"November 18, 2020",5,-75.63%,-94.62%,Vanuatu,404
TV,"November 18, 2020",11,,0.00%,Tuvalu,64
SB,"November 18, 2020",3,256.94%,-83.58%,Solomon Islands,514
PW,"November 18, 2020",9,,-94.58%,Palau,158
PG,"November 18, 2020",1,-4.15%,-13.14%,Papua New Guinea,28966
NR,"November 18, 2020",10,,-88.87%,Nauru,128
MH,"November 18, 2020",4,,-60.85%,Marshall Islands (the),498
KI,"November 18, 2020",6,,-66.81%,Kiribati,308
FM,"November 18, 2020",8,48.21%,-94.26%,Micronesia (Federated States of),166
FJ,"November 18, 2020",2,-2.07%,-78.64%,Fiji,5975
WS,"November 19, 2020",8,-5.92%,-93.36%,Samoa,302
VU,"November 19, 2020",5,-61.42%,-92.28%,Vanuatu,574
TV,"November 19, 2020",10,,0.00%,Tuvalu,64
TO,"November 19, 2020",7,0.00%,-89.63%,Tonga,302
SB,"November 19, 2020",4,185.58%,-80.16%,Solomon Islands,594
PG,"November 19, 2020",1,-4.12%,-15.09%,Papua New Guinea,28384
NR,"November 19, 2020",9,,-89.98%,Nauru,128
MH,"November 19, 2020",3,,-46.70%,Marshall Islands (the),678
KI,"November 19, 2020",6,,-66.81%,Kiribati,308
FJ,"November 19, 2020",2,12.43%,-76.12%,Fiji,6783
WS,"November 20, 2020",7,-5.92%,-93.15%,Samoa,302
VU,"November 20, 2020",3,-50.00%,-92.28%,Vanuatu,574
TV,"November 20, 2020",9,,-50.00%,Tuvalu,64
TO,"November 20, 2020",6,0.00%,-89.93%,Tonga,302
SB,"November 20, 2020",4,116.35%,-84.97%,Solomon Islands,450
PG,"November 20, 2020",1,-2.61%,-15.84%,Papua New Guinea,28266
MH,"November 20, 2020",8,-63.86%,-87.48%,Marshall Islands (the),180
KI,"November 20, 2020",5,,-66.81%,Kiribati,308
FJ,"November 20, 2020",2,-1.99%,-78.88%,Fiji,6197
WS,"November 21, 2020",8,-5.92%,-93.80%,Samoa,302
VU,"November 21, 2020",3,-23.93%,-90.00%,Vanuatu,744
TV,"November 21, 2020",10,,-50.00%,Tuvalu,64
TO,"November 21, 2020",7,0.00%,-89.93%,Tonga,302
SB,"November 21, 2020",4,185.58%,-79.22%,Solomon Islands,594
PG,"November 21, 2020",1,0.53%,-13.49%,Papua New Guinea,28748
MH,"November 21, 2020",9,-63.86%,-85.85%,Marshall Islands (the),180
KI,"November 21, 2020",6,,-61.50%,Kiribati,308
FM,"November 21, 2020",5,100.00%,-90.05%,Micronesia (Federated States of),332
FJ,"November 21, 2020",2,1.13%,-78.37%,Fiji,6506
WS,"November 22, 2020",8,0.00%,-93.28%,Samoa,302
VU,"November 22, 2020",3,69.91%,-85.57%,Vanuatu,1084
TV,"November 22, 2020",10,,-66.67%,Tuvalu,64
TO,"November 22, 2020",7,0.00%,-89.91%,Tonga,302
SB,"November 22, 2020",4,185.58%,-79.73%,Solomon Islands,594
PG,"November 22, 2020",1,4.70%,-6.51%,Papua New Guinea,29849
MH,"November 22, 2020",9,-63.86%,-86.43%,Marshall Islands (the),180
KI,"November 22, 2020",6,,-61.50%,Kiribati,308
FM,"November 22, 2020",5,100.00%,-89.33%,Micronesia (Federated States of),332
FJ,"November 22, 2020",2,6.72%,-78.14%,Fiji,6779
WS,"November 23, 2020",8,0.00%,-93.59%,Samoa,302
VU,"November 23, 2020",3,45.30%,-86.62%,Vanuatu,1020
TV,"November 23, 2020",10,,-66.67%,Tuvalu,64
TO,"November 23, 2020",5,58.28%,-83.16%,Tonga,478
SB,"November 23, 2020",4,185.58%,-77.60%,Solomon Islands,594
PG,"November 23, 2020",1,5.29%,-5.74%,Papua New Guinea,29952
MH,"November 23, 2020",9,-63.86%,-86.43%,Marshall Islands (the),180
KI,"November 23, 2020",7,,-61.50%,Kiribati,308
FM,"November 23, 2020",6,100.00%,-89.57%,Micronesia (Federated States of),332
FJ,"November 23, 2020",2,7.82%,-77.80%,Fiji,6715
WS,"November 24, 2020",8,0.00%,-93.35%,Samoa,302
VU,"November 24, 2020",3,411.41%,-80.51%,Vanuatu,1524
TV,"November 24, 2020",10,,-66.67%,Tuvalu,64
TO,"November 24, 2020",4,58.28%,-83.34%,Tonga,478
SB,"November 24, 2020",5,16.76%,-83.97%,Solomon Islands,432
PG,"November 24, 2020",1,4.68%,-6.73%,Papua New Guinea,30112
MH,"November 24, 2020",9,-63.86%,-85.22%,Marshall Islands (the),180
KI,"November 24, 2020",7,,-59.04%,Kiribati,308
FM,"November 24, 2020",6,100.00%,-89.39%,Micronesia (Federated States of),332
FJ,"November 24, 2020",2,8.85%,-77.61%,Fiji,6779
WS,"November 25, 2020",7,0.00%,-93.66%,Samoa,302
VU,"November 25, 2020",3,235.15%,-83.08%,Vanuatu,1354
TO,"November 25, 2020",4,,-72.97%,Tonga,780
SB,"November 25, 2020",5,2.72%,-79.37%,Solomon Islands,528
PG,"November 25, 2020",1,3.17%,-8.27%,Papua New Guinea,29885
MH,"November 25, 2020",8,-63.86%,-83.49%,Marshall Islands (the),180
FM,"November 25, 2020",6,100.00%,-88.59%,Micronesia (Federated States of),332
FJ,"November 25, 2020",2,18.86%,-76.49%,Fiji,7102
WS,"November 26, 2020",7,0.00%,-93.43%,Samoa,302
VU,"November 26, 2020",3,135.89%,-83.22%,Vanuatu,1354
TV,"November 26, 2020",9,0.00%,-66.67%,Tuvalu,64
TO,"November 26, 2020",4,58.28%,-84.14%,Tonga,478
SB,"November 26, 2020",6,-35.35%,-84.10%,Solomon Islands,384
PG,"November 26, 2020",1,4.36%,-4.90%,Papua New Guinea,29622
MH,"November 26, 2020",8,-75.81%,-86.36%,Marshall Islands (the),164
FM,"November 26, 2020",5,,-83.71%,Micronesia (Federated States of),444
FJ,"November 26, 2020",2,-11.71%,-80.06%,Fiji,5989
WS,"November 27, 2020",7,0.00%,-93.19%,Samoa,302
VU,"November 27, 2020",3,165.51%,-81.29%,Vanuatu,1524
TV,"November 27, 2020",10,0.00%,-66.67%,Tuvalu,64
TO,"November 27, 2020",5,58.28%,-84.18%,Tonga,478
SB,"November 27, 2020",4,17.33%,-79.37%,Solomon Islands,528
PG,"November 27, 2020",1,9.45%,2.12%,Papua New Guinea,30936
NR,"November 27, 2020",9,,-83.33%,Nauru,128
MH,"November 27, 2020",8,53.33%,-77.04%,Marshall Islands (the),276
FM,"November 27, 2020",6,,-84.05%,Micronesia (Federated States of),444
FJ,"November 27, 2020",2,5.37%,-77.92%,Fiji,6530
WS,"November 28, 2020",6,0.00%,-93.05%,Samoa,302
VU,"November 28, 2020",3,81.99%,-83.38%,Vanuatu,1354
TV,"November 28, 2020",10,0.00%,-66.67%,Tuvalu,64
TO,"November 28, 2020",4,58.28%,-84.30%,Tonga,478
SB,"November 28, 2020",5,-35.35%,-84.99%,Solomon Islands,384
PG,"November 28, 2020",1,8.19%,3.35%,Papua New Guinea,31102
NR,"November 28, 2020",8,,-80.00%,Nauru,128
MH,"November 28, 2020",7,53.33%,-74.30%,Marshall Islands (the),276
FM,"November 28, 2020",9,-66.27%,-95.72%,Micronesia (Federated States of),112
FJ,"November 28, 2020",2,3.90%,-77.40%,Fiji,6760
WS,"November 29, 2020",6,0.00%,-93.61%,Samoa,302
VU,"November 29, 2020",3,9.23%,-85.48%,Vanuatu,1184
TV,"November 29, 2020",10,0.00%,-75.00%,Tuvalu,64
TO,"November 29, 2020",4,58.28%,-84.30%,Tonga,478
SB,"November 29, 2020",5,-35.35%,-84.55%,Solomon Islands,384
PG,"November 29, 2020",1,0.82%,-3.63%,Papua New Guinea,30094
NR,"November 29, 2020",8,,-66.67%,Nauru,128
MH,"November 29, 2020",7,53.33%,-74.30%,Marshall Islands (the),276
FM,"November 29, 2020",9,-66.27%,-95.72%,Micronesia (Federated States of),112
FJ,"November 29, 2020",2,-2.17%,-77.25%,Fiji,6632
WS,"November 30, 2020",6,0.00%,-93.31%,Samoa,302
VU,"November 30, 2020",3,39.02%,-82.61%,Vanuatu,1418
TV,"November 30, 2020",10,0.00%,-75.00%,Tuvalu,64
TO,"November 30, 2020",5,-36.82%,-90.08%,Tonga,302
SB,"November 30, 2020",4,-15.82%,-80.15%,Solomon Islands,500
PG,"November 30, 2020",1,2.09%,-1.91%,Papua New Guinea,30579
NR,"November 30, 2020",8,,-50.00%,Nauru,128
MH,"November 30, 2020",7,53.33%,-70.82%,Marshall Islands (the),276
FM,"November 30, 2020",9,-66.27%,-95.78%,Micronesia (Federated States of),112
FJ,"November 30, 2020",2,5.78%,-75.86%,Fiji,7103
WS,"December 1, 2020",6,0.00%,-93.52%,Samoa,302
VU,"December 1, 2020",3,-28.87%,-86.71%,Vanuatu,1084
TV,"December 1, 2020",9,0.00%,-75.00%,Tuvalu,64
TO,"December 1, 2020",5,-36.82%,-90.08%,Tonga,302
SB,"December 1, 2020",4,15.74%,-81.02%,Solomon Islands,500
PG,"December 1, 2020",1,1.40%,-2.99%,Papua New Guinea,30534
MH,"December 1, 2020",7,53.33%,-68.92%,Marshall Islands (the),276
FM,"December 1, 2020",8,-66.27%,-95.94%,Micronesia (Federated States of),112
FJ,"December 1, 2020",2,3.84%,-75.94%,Fiji,7039
WS,"December 2, 2020",5,0.00%,-93.64%,Samoa,302
VU,"December 2, 2020",3,5.17%,-82.54%,Vanuatu,1424
TV,"December 2, 2020",9,,-80.00%,Tuvalu,64
TO,"December 2, 2020",4,-61.28%,-90.13%,Tonga,302
SB,"December 2, 2020",7,-50.76%,-90.13%,Solomon Islands,260
PG,"December 2, 2020",1,7.79%,1.92%,Papua New Guinea,32212
MH,"December 2, 2020",6,53.33%,-70.70%,Marshall Islands (the),276
FM,"December 2, 2020",8,-27.71%,-91.79%,Micronesia (Federated States of),240
FJ,"December 2, 2020",2,-5.97%,-77.80%,Fiji,6678
WS,"December 3, 2020",5,0.00%,-93.88%,Samoa,302
VU,"December 3, 2020",3,5.17%,-82.35%,Vanuatu,1424
TO,"December 3, 2020",4,-36.82%,-90.14%,Tonga,302
SB,"December 3, 2020",6,-32.29%,-90.03%,Solomon Islands,260
PG,"December 3, 2020",1,10.28%,3.23%,Papua New Guinea,32668
MH,"December 3, 2020",8,-31.71%,-86.51%,Marshall Islands (the),112
FM,"December 3, 2020",7,-71.17%,-96.00%,Micronesia (Federated States of),128
FJ,"December 3, 2020",2,19.45%,-76.29%,Fiji,7154
WS,"December 4, 2020",5,0.00%,-94.16%,Samoa,302
VU,"December 4, 2020",3,9.19%,-79.17%,Vanuatu,1664
TO,"December 4, 2020",4,-36.82%,-90.80%,Tonga,302
SB,"December 4, 2020",6,-50.76%,-90.13%,Solomon Islands,260
PG,"December 4, 2020",1,6.52%,3.58%,Papua New Guinea,32953
FM,"December 4, 2020",7,-42.34%,-91.40%,Micronesia (Federated States of),256
FJ,"December 4, 2020",2,1.00%,-78.62%,Fiji,6595
WS,"December 5, 2020",6,0.00%,-94.26%,Samoa,302
VU,"December 5, 2020",3,35.45%,-76.84%,Vanuatu,1834
TO,"December 5, 2020",5,-36.82%,-90.96%,Tonga,302
SB,"December 5, 2020",7,-32.29%,-90.13%,Solomon Islands,260
PG,"December 5, 2020",1,4.63%,2.72%,Papua New Guinea,32543
FM,"December 5, 2020",4,276.79%,-85.83%,Micronesia (Federated States of),422
FJ,"December 5, 2020",2,-6.98%,-79.63%,Fiji,6288
WS,"December 6, 2020",4,100.00%,-88.03%,Samoa,604
VU,"December 6, 2020",3,69.26%,-74.92%,Vanuatu,2004
TO,"December 6, 2020",7,-36.82%,-90.96%,Tonga,302
SB,"December 6, 2020",6,5.21%,-85.23%,Solomon Islands,404
PG,"December 6, 2020",1,5.66%,1.45%,Papua New Guinea,31797
FM,"December 6, 2020",5,276.79%,-84.05%,Micronesia (Federated States of),422
FJ,"December 6, 2020",2,-5.31%,-79.78%,Fiji,6280
WS,"December 7, 2020",4,121.19%,-88.20%,Samoa,668
VU,"December 7, 2020",3,46.97%,-74.17%,Vanuatu,2084
TO,"December 7, 2020",7,0.00%,-91.36%,Tonga,302
SB,"December 7, 2020",5,-13.60%,-84.02%,Solomon Islands,432
PG,"December 7, 2020",1,1.97%,-0.69%,Papua New Guinea,31180
FM,"December 7, 2020",6,276.79%,-80.59%,Micronesia (Federated States of),422
FJ,"December 7, 2020",2,-8.25%,-79.32%,Fiji,6517
WS,"December 8, 2020",4,121.19%,-88.86%,Samoa,668
VU,"December 8, 2020",3,123.06%,-69.78%,Vanuatu,2418
TO,"December 8, 2020",5,100.00%,-82.79%,Tonga,604
SB,"December 8, 2020",6,-13.60%,-83.25%,Solomon Islands,432
PG,"December 8, 2020",1,-0.25%,-1.07%,Papua New Guinea,30459
NR,"December 8, 2020",8,0.00%,-66.67%,Nauru,128
FM,"December 8, 2020",7,276.79%,-77.57%,Micronesia (Federated States of),422
FJ,"December 8, 2020",2,-7.71%,-79.37%,Fiji,6496
WS,"December 9, 2020",5,121.19%,-87.97%,Samoa,668
VU,"December 9, 2020",3,33.99%,-76.17%,Vanuatu,1908
TO,"December 9, 2020",6,0.00%,-91.96%,Tonga,302
SB,"December 9, 2020",4,210.77%,-68.67%,Solomon Islands,808
PG,"December 9, 2020",1,-10.04%,-3.84%,Papua New Guinea,28978
NR,"December 9, 2020",8,98.44%,-60.06%,Nauru,254
FM,"December 9, 2020",7,22.50%,-78.74%,Micronesia (Federated States of),294
FJ,"December 9, 2020",2,5.77%,-77.70%,Fiji,7063
WS,"December 10, 2020",7,21.19%,-93.70%,Samoa,366
VU,"December 10, 2020",3,22.05%,-78.37%,Vanuatu,1738
TO,"December 10, 2020",8,0.00%,-91.69%,Tonga,302
SB,"December 10, 2020",4,210.77%,-70.63%,Solomon Islands,808
PG,"December 10, 2020",1,-5.52%,0.55%,Papua New Guinea,30865
NR,"December 10, 2020",6,196.88%,-50.13%,Nauru,380
FM,"December 10, 2020",5,217.19%,-65.51%,Micronesia (Federated States of),406
FJ,"December 10, 2020",2,-11.31%,-80.12%,Fiji,6345
WS,"December 11, 2020",6,21.19%,-93.45%,Samoa,366
VU,"December 11, 2020",3,0.24%,-79.27%,Vanuatu,1668
TO,"December 11, 2020",7,0.00%,-91.58%,Tonga,302
SB,"December 11, 2020",4,210.77%,-68.67%,Solomon Islands,808
PG,"December 11, 2020",1,-4.32%,3.71%,Papua New Guinea,31530
NR,"December 11, 2020",5,,-50.13%,Nauru,380
MH,"December 11, 2020",9,,-81.02%,Marshall Islands (the),224
FM,"December 11, 2020",8,8.59%,-76.38%,Micronesia (Federated States of),278
FJ,"December 11, 2020",2,1.21%,-79.25%,Fiji,6675
WS,"December 12, 2020",6,21.19%,-93.70%,Samoa,366
VU,"December 12, 2020",3,-18.32%,-81.55%,Vanuatu,1498
TO,"December 12, 2020",7,0.00%,-91.44%,Tonga,302
SB,"December 12, 2020",4,266.15%,-63.09%,Solomon Islands,952
PG,"December 12, 2020",1,0.61%,7.99%,Papua New Guinea,32740
NR,"December 12, 2020",5,,-57.21%,Nauru,380
MH,"December 12, 2020",8,,-82.85%,Marshall Islands (the),224
FM,"December 12, 2020",9,-73.46%,-90.03%,Micronesia (Federated States of),112
FJ,"December 12, 2020",2,11.05%,-78.24%,Fiji,6983
WS,"December 13, 2020",11,-89.40%,-98.93%,Samoa,64
VU,"December 13, 2020",3,-25.25%,-81.20%,Vanuatu,1498
TO,"December 13, 2020",8,0.00%,-91.93%,Tonga,302
SB,"December 13, 2020",4,100.00%,-68.33%,Solomon Islands,808
PW,"December 13, 2020",7,,-89.48%,Palau,324
PG,"December 13, 2020",1,9.49%,14.37%,Papua New Guinea,34815
NR,"December 13, 2020",5,,-62.52%,Nauru,380
MH,"December 13, 2020",6,,-67.59%,Marshall Islands (the),352
KI,"December 13, 2020",9,,-83.02%,Kiribati,164
FM,"December 13, 2020",10,-73.46%,-90.03%,Micronesia (Federated States of),112
FJ,"December 13, 2020",2,24.59%,-75.50%,Fiji,7824
VU,"December 14, 2020",3,-43.19%,-85.45%,Vanuatu,1184
TO,"December 14, 2020",8,0.00%,-92.30%,Tonga,302
SB,"December 14, 2020",4,53.70%,-75.85%,Solomon Islands,664
PW,"December 14, 2020",7,,-89.48%,Palau,324
PG,"December 14, 2020",1,15.36%,15.47%,Papua New Guinea,35970
NR,"December 14, 2020",5,,-66.67%,Nauru,380
MH,"December 14, 2020",6,,-70.96%,Marshall Islands (the),352
KI,"December 14, 2020",9,,-84.98%,Kiribati,164
FM,"December 14, 2020",10,-73.46%,-89.73%,Micronesia (Federated States of),112
FJ,"December 14, 2020",2,16.60%,-76.94%,Fiji,7599
VU,"December 15, 2020",3,-57.82%,-88.03%,Vanuatu,1020
SB,"December 15, 2020",4,126.39%,-66.26%,Solomon Islands,978
PW,"December 15, 2020",6,,-89.48%,Palau,324
PG,"December 15, 2020",1,24.40%,20.45%,Papua New Guinea,37891
NR,"December 15, 2020",7,96.88%,-71.62%,Nauru,252
MH,"December 15, 2020",5,,-69.60%,Marshall Islands (the),352
KI,"December 15, 2020",8,,-84.98%,Kiribati,164
FM,"December 15, 2020",9,-73.46%,-88.56%,Micronesia (Federated States of),112
FJ,"December 15, 2020",2,16.27%,-76.96%,Fiji,7553
VU,"December 16, 2020",3,-37.63%,-86.03%,Vanuatu,1190
SB,"December 16, 2020",4,-4.46%,-73.37%,Solomon Islands,772
PW,"December 16, 2020",6,,-89.93%,Palau,324
PG,"December 16, 2020",1,32.00%,18.53%,Papua New Guinea,38252
NR,"December 16, 2020",8,-50.39%,-80.19%,Nauru,126
MH,"December 16, 2020",5,,-63.86%,Marshall Islands (the),352
KI,"December 16, 2020",7,,-84.98%,Kiribati,164
FM,"December 16, 2020",9,-61.90%,-88.56%,Micronesia (Federated States of),112
FJ,"December 16, 2020",2,0.08%,-78.56%,Fiji,7069
WS,"December 17, 2020",8,-17.49%,-95.24%,Samoa,302
VU,"December 17, 2020",3,-21.75%,-83.91%,Vanuatu,1360
TO,"December 17, 2020",7,0.00%,-92.85%,Tonga,302
SB,"December 17, 2020",4,-4.46%,-74.50%,Solomon Islands,772
PW,"December 17, 2020",6,,-89.93%,Palau,324
PG,"December 17, 2020",1,18.60%,13.00%,Papua New Guinea,36607
MH,"December 17, 2020",5,,-69.12%,Marshall Islands (the),352
KI,"December 17, 2020",9,,-84.98%,Kiribati,164
FJ,"December 17, 2020",2,3.61%,-80.57%,Fiji,6574
WS,"December 18, 2020",7,-17.49%,-95.35%,Samoa,302
VU,"December 18, 2020",3,-8.27%,-81.87%,Vanuatu,1530
TO,"December 18, 2020",6,0.00%,-92.49%,Tonga,302
SB,"December 18, 2020",4,-4.46%,-74.50%,Solomon Islands,772
PW,"December 18, 2020",5,,-89.86%,Palau,324
PG,"December 18, 2020",1,9.84%,5.08%,Papua New Guinea,34632
MH,"December 18, 2020",9,-42.86%,-86.09%,Marshall Islands (the),128
KI,"December 18, 2020",8,,-84.93%,Kiribati,164
FJ,"December 18, 2020",2,-12.54%,-82.99%,Fiji,5838
WS,"December 19, 2020",7,-17.49%,-95.24%,Samoa,302
VU,"December 19, 2020",3,2.14%,-81.71%,Vanuatu,1530
TO,"December 19, 2020",6,0.00%,-92.58%,Tonga,302
SB,"December 19, 2020",4,-34.03%,-79.25%,Solomon Islands,628
PW,"December 19, 2020",5,,-89.74%,Palau,324
PG,"December 19, 2020",1,6.27%,6.43%,Papua New Guinea,34792
NR,"December 19, 2020",10,-66.84%,-80.31%,Nauru,126
MH,"December 19, 2020",9,-42.86%,-86.12%,Marshall Islands (the),128
KI,"December 19, 2020",8,,-86.51%,Kiribati,164
FM,"December 19, 2020",11,0.00%,-86.87%,Micronesia (Federated States of),112
FJ,"December 19, 2020",2,-29.01%,-85.70%,Fiji,4957
WS,"December 20, 2020",5,843.75%,-90.47%,Samoa,604
VU,"December 20, 2020",3,20.83%,-78.53%,Vanuatu,1810
TO,"December 20, 2020",6,98.34%,-86.47%,Tonga,599
SB,"December 20, 2020",4,-22.28%,-79.06%,Solomon Islands,628
PG,"December 20, 2020",1,1.46%,5.35%,Papua New Guinea,35323
NR,"December 20, 2020",7,-66.84%,-67.02%,Nauru,126
FM,"December 20, 2020",8,0.00%,-86.87%,Micronesia (Federated States of),112
FJ,"December 20, 2020",2,-38.39%,-86.38%,Fiji,4820
WS,"December 21, 2020",5,,-90.95%,Samoa,604
VU,"December 21, 2020",3,109.12%,-70.02%,Vanuatu,2476
TO,"December 21, 2020",6,98.34%,-86.81%,Tonga,599
SB,"December 21, 2020",4,-5.42%,-77.80%,Solomon Islands,628
PG,"December 21, 2020",1,-0.39%,6.07%,Papua New Guinea,35831
NR,"December 21, 2020",7,-33.68%,-1.56%,Nauru,252
FM,"December 21, 2020",8,0.00%,-85.59%,Micronesia (Federated States of),112
FJ,"December 21, 2020",2,-16.95%,-82.38%,Fiji,6311
WS,"December 22, 2020",4,,-90.96%,Samoa,604
VU,"December 22, 2020",3,160.39%,-66.00%,Vanuatu,2656
TO,"December 22, 2020",5,,-87.24%,Tonga,599
SB,"December 22, 2020",6,-51.33%,-82.10%,Solomon Islands,476
PG,"December 22, 2020",1,-4.16%,5.41%,Papua New Guinea,36314
NR,"December 22, 2020",7,0.00%,-34.38%,Nauru,252
FM,"December 22, 2020",8,0.00%,-89.38%,Micronesia (Federated States of),112
FJ,"December 22, 2020",2,-10.08%,-81.31%,Fiji,6792
WS,"December 23, 2020",4,,-91.42%,Samoa,604
VU,"December 23, 2020",3,132.44%,-65.82%,Vanuatu,2766
TO,"December 23, 2020",5,,-86.54%,Tonga,599
SB,"December 23, 2020",7,-60.36%,-89.04%,Solomon Islands,306
PG,"December 23, 2020",1,-2.10%,6.77%,Papua New Guinea,37447
NR,"December 23, 2020",6,200.00%,-1.56%,Nauru,378
FM,"December 23, 2020",8,0.00%,-91.60%,Micronesia (Federated States of),112
FJ,"December 23, 2020",2,6.07%,-79.53%,Fiji,7498
WS,"December 24, 2020",4,100.00%,-91.79%,Samoa,604
VU,"December 24, 2020",3,137.21%,-61.14%,Vanuatu,3226
TO,"December 24, 2020",5,98.34%,-87.05%,Tonga,599
SB,"December 24, 2020",7,-60.36%,-88.51%,Solomon Islands,306
PG,"December 24, 2020",1,5.97%,10.54%,Papua New Guinea,38792
NR,"December 24, 2020",6,,47.66%,Nauru,378
FM,"December 24, 2020",8,,-92.79%,Micronesia (Federated States of),112
FJ,"December 24, 2020",2,23.79%,-77.34%,Fiji,8138
WS,"December 25, 2020",4,100.00%,-91.59%,Samoa,604
VU,"December 25, 2020",3,104.97%,-61.93%,Vanuatu,3136
TO,"December 25, 2020",5,98.34%,-87.09%,Tonga,599
SB,"December 25, 2020",7,-79.02%,-93.92%,Solomon Islands,162
PG,"December 25, 2020",1,14.99%,14.91%,Papua New Guinea,39823
NR,"December 25, 2020",6,,195.31%,Nauru,378
FM,"December 25, 2020",8,,-92.23%,Micronesia (Federated States of),112
FJ,"December 25, 2020",2,43.34%,-75.94%,Fiji,8368
